# 1.7.3
package,filesize,TTL,TTFX
CSV,1312758,0.37685418128967285,11.636973142623901
DataFrames,4805972,1.4681239128112793,17.563856840133667
Revise,1877403,2.8960249423980713,7.026539087295532
GLMakie,4198125,12.385530948638916,63.91982817649841
LV,12359,2.655250072479248,10.989747047424316
OrdinaryDiffEq,32510263,9.819288969039917,2.1739230155944824
ModelingToolkit,2305032,19.435095071792603,73.10858201980591
JuMP,3395265,4.637639999389648,10.344300031661987
ImageFiltering,4489290,2.6645729541778564,1.660815954208374
