# 1.9.0-beta4
package,filesize,TTL,TTFX
CSV,186463,0.5493941307067871,0.11398696899414062
DataFrames,841283,2.025041103363037,0.40653395652770996
Revise,155609,3.6704509258270264,0.14978694915771484
GLMakie,255200,13.50165319442749,1.0603702068328857
LV,4486,1.1986219882965088,0.0009808540344238281
OrdinaryDiffEq,5917626,8.146295070648193,0.26067304611206055
ModelingToolkit,609342,19.526603937149048,6.5570738315582275
JuMP,510973,5.026123046875,0.0944058895111084
ImageFiltering,214585,2.185847043991089,0.09013485908508301
