# 1.9.0-rc2
package,filesize,TTL,TTFX
CSV,14107514,0.37534093856811523,0.08486604690551758
DataFrames,34506838,1.392408847808838,0.3865940570831299
Revise,7893076,2.161526918411255,0.16273999214172363
GLMakie,46718470,8.724530220031738,1.8591139316558838
LV,29125,0.6757819652557373,0.023662090301513672
OrdinaryDiffEq,154121540,5.535948991775513,0.17886805534362793
ModelingToolkit,5833390,13.661048889160156,5.814965009689331
JuMP,19702646,3.6906118392944336,0.2809591293334961
ImageFiltering,51468677,2.104550838470459,0.17284512519836426
